Age,Attrition,Department,EmployeeNumber,Gender,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,PercentSalaryHike,PerformanceRating,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion
38,No,Sales,1961,Male,1,Sales Representative,1,Single,2858,No,14,3,3,2,1,0,0
35,No,Sales,1962,Female,2,Sales Executive,4,Married,5204,Yes,11,3,2,3,10,8,0
27,No,Sales,1965,Male,2,Sales Executive,4,Single,4105,No,14,3,5,3,7,7,0
32,No,Research & Development,1966,Male,2,Manufacturing Director,4,Single,9679,No,24,4,1,3,1,0,0
31,Yes,Sales,1967,Male,2,Sales Executive,4,Married,5617,Yes,11,3,4,3,10,7,0
53,Yes,Sales,1968,Male,3,Sales Executive,1,Single,10448,Yes,13,3,2,2,2,2,2
54,No,Research & Development,1969,Female,2,Research Scientist,3,Married,2897,No,11,3,6,2,4,3,2
33,No,Research & Development,1970,Male,2,Healthcare Representative,3,Divorced,5968,No,20,4,2,3,9,7,2
43,No,Research & Development,1971,Male,3,Healthcare Representative,3,Married,7510,No,17,3,1,3,10,9,0
38,No,Human Resources,1972,Male,1,Human Resources,2,Married,2991,Yes,11,3,2,3,6,2,1
55,No,Human Resources,1973,Male,5,Manager,2,Married,19636,Yes,18,3,0,3,10,9,1
31,No,Research & Development,1974,Female,1,Laboratory Technician,4,Divorced,1129,Yes,11,3,4,3,1,0,0
39,No,Sales,1975,Male,4,Sales Executive,1,Single,13341,No,12,3,3,3,20,8,11
42,No,Research & Development,1976,Male,2,Research Scientist,3,Single,4332,No,12,3,2,3,20,9,3
31,No,Research & Development,1979,Female,3,Research Director,3,Married,11031,No,20,4,2,4,11,7,4
54,No,Research & Development,1980,Female,2,Manufacturing Director,1,Single,4440,Yes,19,3,3,3,5,2,1
24,No,Research & Development,1981,Male,2,Healthcare Representative,3,Single,4617,No,12,3,2,2,4,3,1
23,No,Research & Development,1982,Male,1,Laboratory Technician,4,Single,2647,No,13,3,6,4,5,2,1
40,No,Research & Development,1985,Female,2,Laboratory Technician,3,Married,6323,No,11,3,2,4,10,9,9
40,No,Sales,1986,Female,2,Sales Executive,2,Married,5677,No,14,3,4,3,11,8,5
25,No,Human Resources,1987,Female,1,Human Resources,2,Married,2187,No,14,3,3,3,2,0,1
30,No,Research & Development,1989,Male,1,Laboratory Technician,2,Married,3748,No,13,3,6,2,12,8,1
25,No,Research & Development,1992,Male,1,Laboratory Technician,3,Divorced,3977,Yes,19,3,2,2,2,2,0
47,No,Research & Development,1993,Male,3,Healthcare Representative,3,Single,8633,No,23,4,3,3,17,14,12
33,No,Research & Development,1994,Male,1,Laboratory Technician,3,Divorced,2008,No,12,3,2,2,1,1,0
38,No,Sales,1995,Male,2,Sales Executive,2,Married,4440,No,15,3,3,3,15,13,5
31,No,Sales,1996,Male,1,Sales Representative,3,Married,3067,No,19,3,1,3,2,2,1
38,No,Research & Development,1997,Male,2,Manufacturing Director,3,Married,5321,No,11,3,1,3,8,3,7
42,No,Research & Development,1998,Male,2,Research Scientist,1,Divorced,5410,Yes,17,3,3,2,4,3,1
41,No,Research & Development,1999,Male,1,Research Scientist,4,Married,2782,No,22,4,3,3,5,3,1
47,No,Research & Development,2000,Female,3,Research Director,2,Married,11957,No,18,3,3,1,13,8,5
35,No,Research & Development,2003,Male,1,Laboratory Technician,3,Married,2660,Yes,11,3,3,3,2,2,2
22,No,Research & Development,2007,Male,1,Research Scientist,3,Single,3375,No,12,3,2,4,3,2,1
35,No,Research & Development,2008,Male,2,Research Scientist,3,Single,5098,No,19,3,5,3,10,7,0
33,No,Research & Development,2009,Female,2,Healthcare Representative,4,Married,4878,Yes,13,3,6,3,9,7,8
32,No,Research & Development,2010,Female,1,Laboratory Technician,2,Single,2837,No,13,3,3,3,6,2,4
40,No,Research & Development,2012,Male,1,Laboratory Technician,4,Married,2406,No,19,3,3,2,1,0,0
32,No,Sales,2013,Male,1,Sales Representative,2,Married,2269,No,14,3,2,3,2,2,2
39,No,Research & Development,2014,Male,2,Research Scientist,4,Single,4108,No,13,3,2,3,7,7,1
38,No,Research & Development,2015,Female,3,Research Director,3,Married,13206,No,12,3,3,3,18,16,1
32,No,Sales,2016,Female,3,Sales Executive,4,Married,10422,No,19,3,3,3,14,10,5
37,No,Research & Development,2017,Female,3,Research Director,4,Married,13744,Yes,25,4,2,3,16,11,6
25,No,Sales,2018,Female,2,Sales Executive,3,Divorced,4907,Yes,22,4,3,2,5,3,0
52,No,Sales,2019,Male,1,Sales Representative,4,Divorced,3482,No,15,3,3,2,9,8,0
44,No,Research & Development,2020,Male,1,Research Scientist,4,Single,2436,Yes,12,3,2,3,4,3,1
21,No,Sales,2021,Male,1,Sales Representative,1,Single,2380,Yes,11,3,6,3,2,2,1
39,No,Research & Development,2022,Male,5,Manager,4,Single,19431,No,13,3,3,2,6,0,1
23,Yes,Sales,2023,Male,1,Sales Representative,1,Married,1790,No,19,3,3,2,1,0,1
36,No,Sales,2024,Female,3,Sales Executive,4,Married,7644,No,19,3,2,3,9,7,3
36,No,Research & Development,2025,Female,2,Manufacturing Director,2,Divorced,5131,No,13,3,3,3,4,2,0
56,No,Research & Development,2026,Male,2,Healthcare Representative,3,Divorced,6306,No,21,4,2,2,13,12,1
29,Yes,Research & Development,2027,Male,1,Research Scientist,4,Married,4787,Yes,14,3,3,4,2,2,2
42,No,Research & Development,2031,Male,5,Manager,3,Married,18880,No,11,3,2,2,22,6,4
56,Yes,Research & Development,2032,Male,1,Laboratory Technician,3,Married,2339,No,11,3,4,1,10,9,9
41,No,Research & Development,2034,Female,4,Manufacturing Director,2,Married,13570,No,23,4,3,3,20,7,0
34,No,Sales,2035,Female,2,Sales Executive,3,Married,6712,No,21,4,2,3,8,7,1
36,No,Sales,2036,Male,2,Sales Executive,4,Divorced,5406,No,24,4,4,2,15,12,11
41,No,Sales,2037,Male,2,Sales Executive,2,Divorced,8938,No,11,3,5,3,5,4,0
32,No,Research & Development,2038,Male,1,Research Scientist,1,Single,2439,No,14,3,4,3,4,2,1
35,No,Human Resources,2040,Female,3,Human Resources,4,Single,8837,Yes,16,3,2,3,9,0,1
38,No,Sales,2041,Female,2,Sales Executive,4,Married,5343,No,11,3,1,3,10,7,1
50,Yes,Sales,2044,Male,2,Sales Executive,3,Divorced,6728,No,12,3,3,3,6,3,0
36,No,Sales,2045,Female,2,Sales Executive,4,Married,6652,No,13,3,2,2,6,3,0
45,No,Sales,2046,Female,2,Sales Executive,3,Single,4850,No,15,3,3,3,5,3,0
40,No,Research & Development,2048,Male,1,Research Scientist,3,Single,2809,No,14,3,2,3,2,2,2
35,No,Research & Development,2049,Male,2,Healthcare Representative,3,Married,5689,Yes,14,3,2,4,10,2,0
40,No,Research & Development,2051,Female,1,Research Scientist,3,Married,2001,No,14,3,2,3,5,3,0
35,No,Research & Development,2052,Female,1,Research Scientist,4,Married,2977,No,12,3,5,3,4,3,1
29,No,Research & Development,2053,Male,2,Laboratory Technician,2,Married,4025,Yes,13,3,2,3,4,3,0
29,No,Research & Development,2054,Female,1,Research Scientist,1,Single,3785,No,14,3,3,1,5,4,0
50,Yes,Sales,2055,Male,3,Sales Executive,1,Divorced,10854,Yes,13,3,3,3,3,2,2
39,No,Sales,2056,Female,4,Sales Executive,4,Married,12031,No,11,3,2,2,20,9,9
31,No,Research & Development,2057,Male,2,Manufacturing Director,1,Single,9936,No,19,3,2,3,9,4,1
26,No,Sales,2060,Female,1,Sales Representative,3,Single,2966,No,18,3,2,3,4,2,0
36,No,Research & Development,2061,Male,2,Laboratory Technician,4,Married,2571,No,17,3,3,3,5,2,0
39,No,Research & Development,2062,Male,3,Healthcare Representative,1,Married,9991,No,15,3,5,3,7,7,1
27,No,Research & Development,2064,Male,2,Manufacturing Director,2,Married,6142,Yes,20,4,0,3,6,2,0
49,No,Sales,2065,Male,2,Sales Executive,2,Married,5390,No,14,3,3,2,9,6,0
34,No,Research & Development,2068,Male,2,Laboratory Technician,3,Married,4404,No,12,3,3,4,4,3,1
